player_id,name,match_tier,club_before,club_after,league_before,league_after
231965,Beto da Silva,id,Cienciano,,Liga 1,Sudamericana
258926,Justin Hubner,id,Fortuna Sittard,,Eredivisie,Eredivisie
274378,Marcelo Fernández,id,Libertad,,División Profesional,Libertadores
70698,Rodrigo Borzone,id,Estudiantes de La Plata,Estudiantes,Liga Profesional de Fútbol,LPF
238103,Liu Junshuai,id,Qingdao Hainiu FC,Qingdao Hainiu,Super League,CSL
241932,Alejandro Molina,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
248493,Gustav Grubbe,id,Odense Boldklub,Odense BK,Superliga,3F Superliga
255072,Sebastian Müller,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
269536,Zhao Bo,id,Zhejiang FC,Zhejiang Pro,Super League,CSL
276142,Milen Zhelev,id,Oțelul Galați,SC Oțelul Galați,Liga I,SUPERLIGA
70685,Matías Perelló,id,Central Cordoba SdE,Central Córdoba,Liga Profesional de Fútbol,LPF
72457,Michael Cheek,id,Bromley,Bromley FC,League Two,EFL League Two
223174,Onurcan Piri,id,Kayserispor,,Süper Lig,Trendyol Süper Lig
248281,Dylan Borrero,id,América de Cali,,Categoría Primera A,Sudamericana
257399,Wahid Faghir,id,Vejle Boldklub,,Superliga,3F Superliga
263307,Nils Piwernetz,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
270994,Pascal Fallmann,id,FC Erzgebirge Aue,,3. Liga,3. Liga
278008,Iván Garriel,id,Real Valladolid CF,R. Valladolid CF,La Liga 2,LALIGA HYPERMOTION
278230,Mathis Lambourde,id,Reggiana,,Serie B,Serie BKT
75535,Aymen Sliti,id,Feyenoord,,Eredivisie,Eredivisie
270860,Jones El-Abdellaoui,id,RC Celta,Celta,La Liga,LALIGA EA SPORTS
278856,Allen Obando,id,Inter Miami,Inter Miami CF,Major League Soccer,MLS
238957,Florian Dietz,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
248392,Teodor Berg Haltvik,id,KFUM-Kameratene Oslo,KFUM-Kameratene,Eliteserien,Eliteserien
253110,Jan de Boer,id,Bryne FK,,Eliteserien,Eliteserien
256232,Lamar Yarbrough,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
266176,Oscar Wallin,id,Peterborough United,Peterborough,League One,EFL League One
278261,Ousmane Touré,id,Lille OSC,LOSC Lille,Ligue 1,Ligue 1 McDonald's
198011,Tom Eaves,id,Northampton Town,Northampton,League One,EFL League One
233960,Lukas Mühl,id,FC Winterthur,,Super League,Brack Super League
234704,Michał Marcjanik,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
259855,Erik Shuranov,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
266118,Jonathan Germán Gómez,id,Albacete Balompié,Albacete BP,La Liga 2,LALIGA HYPERMOTION
73136,Leon Robinson,id,1. FC Kaiserslautern,Kaiserslautern,2. Bundesliga,Bundesliga 2
243738,Malte Karbstein,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
245212,Roberts Uldriķis,id,DSC Arminia Bielefeld,Arminia Bielefeld,2. Bundesliga,Bundesliga 2
260643,Matías Succar,id,Alianza Lima,,Liga 1,Libertadores
271596,Ian Glavinovich,id,Philadelphia Union,Philadelphia,Major League Soccer,MLS
277181,Rafael Profini,id,Club Atlético Unión,Unión,Liga Profesional de Fútbol,LPF
76809,Franco Toloza,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
243883,Joshua Endres,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
253919,Jeriel De Santis,id,Caracas FC,,Primera Division,Sudamericana
255519,Lee Geon Hee,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
262342,Anthony Roncaglia,id,Sporting Club Bastia,,Ligue 2,Ligue 2 BKT
276787,Ayanda Sishuba,id,Montpellier HSC,Montpellier,Ligue 2,Ligue 2 BKT
201081,Bartosz Kopacz,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
233725,Thijmen Nijhuis,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
259916,Gustav Granath,id,Hamarkameratene,HamKam Fotball,Eliteserien,Eliteserien
74785,Iker Córdoba,id,CD Mirandés,,La Liga 2,LALIGA HYPERMOTION
75209,Jovo Lukić,id,Universitatea Cluj,FC Univ. Cluj,Liga I,SUPERLIGA
237341,Sam Stubbs,id,Shrewsbury Town,Shrewsbury,League Two,EFL League Two
273529,Alex Bonetig,id,Western Sydney Wanderers,WS Wanderers,A-League Men,A-League
274099,Paulinho,id,Oțelul Galați,SC Oțelul Galați,Liga I,SUPERLIGA
70462,Hamza Güreler,id,Medipol Başakşehir FK,Başakşehir,Süper Lig,Trendyol Süper Lig
76645,Sanel Bojadžić,id,Bryne FK,,Eliteserien,Eliteserien
247689,Lee Ji Sol,id,Suwon FC,,K League 1,K League 1
259682,Emanuel Beltrán,id,Instituto Atlético Central Córdoba,Instituto,Liga Profesional de Fútbol,LPF
268936,Matteo Piacentini,id,Cesena FC,Cesena,Serie B,Serie BKT
269963,Belal Halbouni,id,Vancouver Whitecaps FC,Whitecaps FC,Major League Soccer,MLS
79231,Leandro Umpiérrez,id,Peñarol,,Primera División,Libertadores
272941,Emin Grozdanić,id,IFK Värnamo,,Allsvenskan,Allsvenskan
70577,Kingsley Gyamfi,id,Östers IF,,Allsvenskan,Allsvenskan
245438,Ahmed Abdu,id,NEOM SC,Neom,Pro League,ROSHN Saudi League
261183,Gonzalo Álvez,id,Independiente Rivadavia,Ind. Rivadavia,Liga Profesional de Fútbol,LPF
262590,Frederik Carstensen,id,Sarpsborg 08 FF,Sarpsborg 08,Eliteserien,Eliteserien
263304,Emmanuel Fernandez,id,Rangers FC,Rangers,Premiership,Scottish Prem
276666,Alexander Lyng,id,Sønderjyske Fodbold,Sønderjyske,Superliga,3F Superliga
223115,Paul Gladon,id,Fortuna Sittard,,Eredivisie,Eredivisie
246079,Joe Redmond,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
276172,Loïc Lüthi,id,FC Winterthur,,Super League,Brack Super League
266095,Connor O'Riordan,id,Doncaster Rovers,Doncaster,League One,EFL League One
74352,Bujar Pllana,id,Lechia Gdańsk,,Ekstraklasa,PKO BP Ekstraklasa
76133,David Mokwa,id,TSG 1899 Hoffenheim,TSG Hoffenheim,Bundesliga,Bundesliga
234861,Robin Ziegele,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
241318,Yang Shuai,id,Chengdu Rongcheng,Chengdu FC,Super League,CSL
262514,Nikolas Muci,id,Grasshopper Club Zürich,GC Zürich,Super League,Brack Super League
278743,Fabrizio Sartori,id,Independiente Rivadavia,Ind. Rivadavia,Liga Profesional de Fútbol,LPF
225714,Federico Anselmo,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
209491,Thomas Meißner,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
278823,Madiodio Dia,id,FK Haugesund,,Eliteserien,Eliteserien
74504,Flavio Russo,id,Virtus Entella,Entella,Serie B,Serie BKT
76666,Mattis Adolfsson,id,Östers IF,,Allsvenskan,Allsvenskan
78657,Michael Dellinger,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
255136,Tanner Beason,id,New England Revolution,New England,Major League Soccer,MLS
261565,Jon Bell,id,Seattle Sounders FC,Sounders FC,Major League Soccer,MLS
244942,Sveinn Aron Guðjohnsen,id,Sarpsborg 08 FF,Sarpsborg 08,Eliteserien,Eliteserien
276555,Alan Pereira,id,Guaraní,,División Profesional,Sudamericana
254522,Will Forrester,id,Bolton Wanderers,Bolton,League One,EFL League One
255427,Ferddy Roca,id,Gualberto Villarroel SJ,,División de Fútbol Profesional,Sudamericana
73930,Massamba Sow,id,Royal Charleroi Sporting Club,Sp. Charleroi,Pro League,1A Pro League
260514,Óscar Baldomar,id,Nacional Potosí,,División de Fútbol Profesional,Sudamericana
79029,Guus Offerhaus,id,Telstar,,Eredivisie,Eredivisie
272896,Yannik Lührs,id,TSG 1899 Hoffenheim II,TSG Hoffenheim II,3. Liga,3. Liga
80030,Stan Henderikx,id,Excelsior,,Eredivisie,Eredivisie
236267,Darío Aimar,id,LDU Quito,,Serie A,Libertadores
259147,Ross Graham,id,Dundee United FC,Dundee United,Premiership,Scottish Prem
261606,Ivan Kričak,id,Östers IF,,Allsvenskan,Allsvenskan
70138,Frederik Rieper,id,Fredericia,,Superliga,3F Superliga
230623,Sinan Bakış,id,Real Zaragoza,,La Liga 2,LALIGA HYPERMOTION
235514,Saeed Al Rubaie,id,Al Akhdoud Saudi Club,,Pro League,ROSHN Saudi League
267491,Fernando Román,id,Guaraní,,División Profesional,Sudamericana
259269,Favio Cabral,id,Central Cordoba SdE,Central Córdoba,Liga Profesional de Fútbol,LPF
273079,Juan Ludueña,id,Club Atlético Unión,Unión,Liga Profesional de Fútbol,LPF
239118,Bogdan Țîru,id,FCV Farul Constanța,Farul Constanța,Liga I,SUPERLIGA
235546,Anton Krešić,id,CFR Cluj,CFR 1907 Cluj,Liga I,SUPERLIGA
240997,Kike Hermoso,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
247963,Ionuț Larie,id,FCV Farul Constanța,Farul Constanța,Liga I,SUPERLIGA
244944,Rodrigo Cáseres,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
263114,Marvin Elimbi,id,Gil Vicente FC,Gil Vicente,Primeira Liga,Liga Portugal
190592,Michael Sollbauer,id,SV Ried,SV Oberbank Ried,Bundesliga,Ö. Bundesliga
267844,Kim Ji Soo,id,1. FC Kaiserslautern,Kaiserslautern,2. Bundesliga,Bundesliga 2
77115,Paolo Calione,id,Club Nacional de Football,,Primera División,Libertadores
224238,William Boyle,id,Shrewsbury Town,Shrewsbury,League Two,EFL League Two
78524,Lucas Zeller,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
259271,Ignacio Gariglio,id,Bolívar,,División de Fútbol Profesional,Libertadores
259319,Facundo Parada,id,Cerro Largo,,Primera División,Sudamericana
239502,William Bianda,id,Stade Lavallois Mayenne FC,Laval MFC,Ligue 2,Ligue 2 BKT
241578,Hugo Andersson,id,IFK Värnamo,,Allsvenskan,Allsvenskan
267694,Halvor Rødølen Opsahl,id,Hamarkameratene,HamKam Fotball,Eliteserien,Eliteserien
234910,Vahid Selimović,id,FC Hermannstadt,,Liga I,SUPERLIGA
258893,Sava-Arangel Čestić,id,Heracles Almelo,,Eredivisie,Eredivisie
71091,Luis Barbosa,id,San Antonio Bulo Bulo,,División de Fútbol Profesional,Libertadores
202259,Magnar Ødegaard,id,Sarpsborg 08 FF,Sarpsborg 08,Eliteserien,Eliteserien
259230,Brian Ferrares,id,Cerro Largo,,Primera División,Sudamericana
238840,Enes Mahmutović,id,NAC Breda,,Eredivisie,Eredivisie
263813,Luan Patrick,id,Estrela da Amadora,Estrela Amadora,Primeira Liga,Liga Portugal
274125,Santiago Morales,id,Club Atlético Sarmiento,Sarmiento,Liga Profesional de Fútbol,LPF
232668,Liam Gordon,id,Motherwell FC,Motherwell,Premiership,Scottish Prem
273931,Elias Bakatukanda,id,Blau-Weiß Linz,Blau-Weiss Linz,Bundesliga,Ö. Bundesliga
264856,Antonio Tikvić,id,SC Preußen Münster,Preußen Münster,2. Bundesliga,Bundesliga 2
232295,Florin Bejan,id,FC Hermannstadt,,Liga I,SUPERLIGA
203590,Florian Hübner,id,SV Wehen Wiesbaden,Wehen Wiesbaden,3. Liga,3. Liga
243528,Kim Tae Han,id,Suwon FC,,K League 1,K League 1
247013,Sebastián Pereira,id,Unión Española,,Primera Division,Sudamericana
72849,Matteo Francesconi,id,Cesena FC,Cesena,Serie B,Serie BKT
230126,James Brophy,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
267412,Rasmus Örqvist,id,IF Brommapojkarna,Brommapojkarna,Allsvenskan,Allsvenskan
226781,Khiry Shelton,id,Sporting Kansas City,Sporting KC,Major League Soccer,MLS
235216,Ben Fox,id,Harrogate Town,,League Two,EFL League Two
235380,Răzvan Oaidă,id,Universitatea Cluj,FC Univ. Cluj,Liga I,SUPERLIGA
228077,Wang Qiuming,id,Tianjin Jinmen Tiger,Tianjin JMT FC,Super League,CSL
206089,Cameron McGeehan,id,Northampton Town,Northampton,League One,EFL League One
211635,Jeong Woon,id,Jeju United FC,Jeju United,K League 1,K League 1
214065,Hans Salinas,id,Deportes Iquique,,Primera Division,Sudamericana
225310,Ben Thompson,id,Bromley,Bromley FC,League Two,EFL League Two
248774,Jon Mellish,id,Milton Keynes Dons,MK Dons,League Two,EFL League Two
70164,Tobias Bach,id,Vejle Boldklub,,Superliga,3F Superliga
193713,Qian Jiegei,id,Zhejiang FC,Zhejiang Pro,Super League,CSL
215065,Milton Céliz,id,Deportivo Riestra,Dep. Riestra,Liga Profesional de Fútbol,LPF
254328,Louie Moulden,id,Norwich City,Norwich,Championship,EFL Championship
73364,Lukas Björklund,id,IF Brommapojkarna,Brommapojkarna,Allsvenskan,Allsvenskan
73615,Danny Imray,id,Blackpool FC,Blackpool,League One,EFL League One
74364,Andre Garcia,id,Reading FC,Reading,League One,EFL League One
193957,Cristian Montaño,id,Livingston FC,Livingston,Premiership,Scottish Prem
199146,Andy Halliday,id,Motherwell FC,Motherwell,Premiership,Scottish Prem
243807,Craig Sibbald,id,Dundee United FC,Dundee United,Premiership,Scottish Prem
246874,Robbie Gotts,id,Doncaster Rovers,Doncaster,League One,EFL League One
262349,Felix Vrede Winther,id,Fredericia,,Superliga,3F Superliga
225075,Julian Günther-Schmidt,id,FC Erzgebirge Aue,,3. Liga,3. Liga
277540,Tim Meyer,id,Grasshopper Club Zürich,GC Zürich,Super League,Brack Super League
236818,Arthur Read,id,Colchester United,Colchester,League Two,EFL League Two
243841,Scott Pittman,id,Livingston FC,Livingston,Premiership,Scottish Prem
251420,Tyrese Fornah,id,Northampton Town,Northampton,League One,EFL League One
277346,Karoy Anderson,id,Charlton Athletic,Charlton Ath,Championship,EFL Championship
212990,Callum Camps,id,Stockport County,Stockport,League One,EFL League One
257244,Alexandre Jankewitz,id,FC Winterthur,,Super League,Brack Super League
184156,Guillaume François,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
240600,Ali Al Asmari,id,NEOM SC,Neom,Pro League,ROSHN Saudi League
241344,Yang Liyu,id,Beijing Guoan,Beijing FC,Super League,CSL
241552,Jacob Italiano,id,Grazer AK 1902,Grazer AK,Bundesliga,Ö. Bundesliga
248101,Ionuț Biceanu,id,FC Hermannstadt,,Liga I,SUPERLIGA
72776,Nils Winter,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
75286,Jairo Amaro,id,Club Nacional de Football,,Primera División,Libertadores
226197,Feng Jin,id,Shanghai Port,Shanghai Port FC,Super League,CSL
231801,Alaa Al Hajji,id,NEOM SC,Neom,Pro League,ROSHN Saudi League
247037,Alejo Montero,id,Newell's Old Boys,Newell's,Liga Profesional de Fútbol,LPF
259644,Andreas Pyndt,id,Fredericia,,Superliga,3F Superliga
268283,Andy Velasco,id,Independiente del Valle,,Serie A,Libertadores
221425,Kazuki Nagasawa,id,Wellington Phoenix,Well. Phoenix,A-League Men,A-League
238758,Dean Campbell,id,Northampton Town,Northampton,League One,EFL League One
252263,Niklas Kölle,id,SSV Ulm 1846,,3. Liga,3. Liga
252379,Jack Burroughs,id,Northampton Town,Northampton,League One,EFL League One
262593,Moritz Seiffert,id,FC Erzgebirge Aue,,3. Liga,3. Liga
233245,Shane McLoughlin,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
261304,Adam Montgomery,id,Livingston FC,Livingston,Premiership,Scottish Prem
233871,Júnior Morais,id,Metaloglobus București,,Liga I,SUPERLIGA
242924,Ko Jae Hyeon,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
247140,Josh Benson,id,Rotherham United,Rotherham Utd,League One,EFL League One
251592,Terry Taylor,id,Northampton Town,Northampton,League One,EFL League One
251311,Klaidi Lolos,id,Peterborough United,Peterborough,League One,EFL League One
73051,Daniel Ask,id,Östers IF,,Allsvenskan,Allsvenskan
201514,Elias Kachunga,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
215855,Ben Purrington,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
232963,Takeshi Kanamori,id,Melbourne City FC,Melbourne City,A-League Men,A-League
239686,Anthony Barylla,id,FC Erzgebirge Aue,,3. Liga,3. Liga
255940,Sander Risan Mørk,id,Sandefjord Fotball,Sandefjord,Eliteserien,Eliteserien
277525,Oscar Priestman,id,Motherwell FC,Motherwell,Premiership,Scottish Prem
70960,Nana Antwi,id,FC Hermannstadt,,Liga I,SUPERLIGA
230897,Brandon Hanlan,id,Doncaster Rovers,Doncaster,League One,EFL League One
240715,George Lloyd,id,Shrewsbury Town,Shrewsbury,League Two,EFL League Two
264745,Ole Enersen,id,Strømsgodset IF,,Eliteserien,Eliteserien
271399,Andrea Oliveri,id,Pescara,,Serie B,Serie BKT
223977,Aaron Nemane,id,Milton Keynes Dons,MK Dons,League Two,EFL League Two
242759,Allan Arigoni,id,Grasshopper Club Zürich,GC Zürich,Super League,Brack Super League
252484,Ronaldo Deaconu,id,Unirea Slobozia,,Liga I,SUPERLIGA
278047,Zach Booth,id,Excelsior,,Eredivisie,Eredivisie
250992,Jesús Alvarez,id,SD Huesca,,La Liga 2,LALIGA HYPERMOTION
252758,Dawson Devoy,id,Bohemian FC,Bohemians,Premier Division,SSE Airtricity PD
266363,Yeo Seung Won,id,Daejeon Citizen,Daejeon Hana,K League 1,K League 1
274144,Lisandro Montenegro,id,Newell's Old Boys,Newell's,Liga Profesional de Fútbol,LPF
279716,Håkon Helland Hoseth,id,KFUM-Kameratene Oslo,KFUM-Kameratene,Eliteserien,Eliteserien
212493,Sullay Kaikai,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
221953,Ben Whitfield,id,Barrow,,League Two,EFL League Two
236388,Jordon Garrick,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
248880,Nesta Guinness-Walker,id,Northampton Town,Northampton,League One,EFL League One
258635,Jonah Fabisch,id,FC Erzgebirge Aue,,3. Liga,3. Liga
263990,Ellis Taylor,id,Harrogate Town,,League Two,EFL League Two
271014,Joseph N'Duquidi,id,Amiens SC,,Ligue 2,Ligue 2 BKT
244083,Jonas Hofmann,id,FC Energie Cottbus,Energie Cottbus,3. Liga,3. Liga
246068,Alexis Ribera,id,Gualberto Villarroel SJ,,División de Fútbol Profesional,Sudamericana
259184,Rodrigo Vilca,id,Atlético Grau,,Liga 1,Sudamericana
269565,Souleymane Diaby,id,FC Winterthur,,Super League,Brack Super League
73169,Janne Sietan,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
76911,José Cavadia,id,América de Cali,,Categoría Primera A,Sudamericana
232643,Leon Guwara,id,FC Energie Cottbus,Energie Cottbus,3. Liga,3. Liga
250970,Maciej Wolski,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
251454,Ross Tierney,id,Bohemian FC,Bohemians,Premier Division,SSE Airtricity PD
254158,Kerr McInroy,id,Shelbourne FC,Shelbourne,Premier Division,SSE Airtricity PD
263619,Vic Chambaere,id,Union Saint-Gilloise,R. Union St.-G.,Pro League,1A Pro League
70053,Pablo Monje,id,Deportivo Riestra,Dep. Riestra,Liga Profesional de Fútbol,LPF
71735,Alejandro Severo,id,Racing Club de Montevideo,,Primera División,Sudamericana
206431,Roman Buess,id,FC Winterthur,,Super League,Brack Super League
266682,Will Sands,id,New England Revolution,New England,Major League Soccer,MLS
271120,Mike Kleijn,id,Sparta Rotterdam,,Eredivisie,Eredivisie
279715,Jonas Lange Hjorth,id,KFUM-Kameratene Oslo,KFUM-Kameratene,Eliteserien,Eliteserien
211389,Rodrigo Alborno,id,Sportivo Luqueño,,División Profesional,Sudamericana
221493,Woo Joo Seong,id,Daegu FC,,K League 1,K League 1
229800,Riyadh Sharahili,id,Damac FC,,Pro League,ROSHN Saudi League
257805,Cătălin Vulturar,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
271526,Yue Tze-Nam,id,Meizhou Hakka,Meizhou Hakka FC,Super League,CSL
272624,Peter Reinhardsen,id,Sarpsborg 08 FF,Sarpsborg 08,Eliteserien,Eliteserien
70500,Corsin Konietzke,id,FC St.Gallen 1879,FC St. Gallen,Super League,Brack Super League
72619,Ionuţ Coadă,id,Unirea Slobozia,,Liga I,SUPERLIGA
76457,Federico Pintado,id,Cerro Largo,,Primera División,Sudamericana
228739,José Peñarrieta,id,San Antonio Bulo Bulo,,División de Fútbol Profesional,Libertadores
237863,Aidan Keena,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
242787,Elijah Dixon-Bonner,id,Queens Park Rangers,QPR,Championship,EFL Championship
246647,Lundrim Hetemi,id,Vejle Boldklub,,Superliga,3F Superliga
264505,Owen Dodgson,id,Stockport County,Stockport,League One,EFL League One
266722,Nils Rossen,id,Telstar,,Eredivisie,Eredivisie
274409,Park Se Jin,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
72541,Thorsten Schriebl,id,Grazer AK 1902,Grazer AK,Bundesliga,Ö. Bundesliga
186507,Christian Landu-Landu,id,Bryne FK,,Eliteserien,Eliteserien
199705,Maxime Hautbois,id,Stade Lavallois Mayenne FC,Laval MFC,Ligue 2,Ligue 2 BKT
223427,Lukas Jäger,id,SC Rheindorf Altach,SCR Altach,Bundesliga,Ö. Bundesliga
242658,Axel Björnström,id,IFK Värnamo,,Allsvenskan,Allsvenskan
266518,Niko Tsakiris,id,San Jose Earthquakes,SJ Earthquakes,Major League Soccer,MLS
273921,Agustín Villalobos,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
274701,Jakob Napoleon Romsaas,id,Royal Charleroi Sporting Club,Sp. Charleroi,Pro League,1A Pro League
278469,Thyago Ayala,id,Club Atlético Sarmiento,Sarmiento,Liga Profesional de Fútbol,LPF
79378,Uche Obiogumu,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
79755,Erik Weinhauer,id,FC Erzgebirge Aue,,3. Liga,3. Liga
217990,Juan Pablo Gómez,id,Deportes Iquique,,Primera Division,Sudamericana
239371,Issam El Maach,id,FC Twente,,Eredivisie,Eredivisie
254945,Nicolás Dávila,id,Mushuc Runa,,Serie A,Sudamericana
262792,Felix Strauss,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
269857,Martin Thomann,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
279056,Moutaz Neffati,id,IFK Norrköping,,Allsvenskan,Allsvenskan
79394,Omar Sillah,id,SpVgg Greuther Fürth,Fürth,2. Bundesliga,Bundesliga 2
205892,Borys Tashchy,id,FC Erzgebirge Aue,,3. Liga,3. Liga
243932,David Philipp,id,TSV 1860 München,,3. Liga,3. Liga
254401,Ricardo Farro,id,FBC Melgar,,Liga 1,Sudamericana
276235,François Mughe,id,Olympique de Marseille,OM,Ligue 1,Ligue 1 McDonald's
73294,Pierre Nadjombe,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
225342,Jack Stevens,id,Reading FC,Reading,League One,EFL League One
235329,James Gibbons,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
247241,Wu Shaocong,id,Beijing Guoan,Beijing FC,Super League,CSL
257105,Ziyad Larkeche,id,Queens Park Rangers,QPR,Championship,EFL Championship
264677,Chris Conn-Clarke,id,Peterborough United,Peterborough,League One,EFL League One
271079,Max Ejdum,id,Odense Boldklub,Odense BK,Superliga,3F Superliga
273089,Edilson Salinas,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
278006,Denis Radu,id,Asociația Clubul Sportiv Petrolul 52,FC Petrolul,Liga I,SUPERLIGA
278912,Julian Brandes,id,Pescara,,Serie B,Serie BKT
279116,Deniz Zeitler,id,TSG 1899 Hoffenheim,TSG Hoffenheim,Bundesliga,Bundesliga
76672,Daniel Ljung,id,Östers IF,,Allsvenskan,Allsvenskan
76718,Matias Fernandez,id,Independiente Rivadavia,Ind. Rivadavia,Liga Profesional de Fútbol,LPF
