player_id,name,match_tier,club_before,club_after,league_before,league_after
277614,Agustín Valverde,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
225134,Alex Bass,id,Peterborough United,Peterborough,League One,EFL League One
235815,Silvan Sidler,id,FC Winterthur,,Super League,Brack Super League
245769,Erik Majetschak,id,FC Erzgebirge Aue,,3. Liga,3. Liga
251634,Eduard Florescu,id,Unirea Slobozia,,Liga I,SUPERLIGA
252031,Florian Heister,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
256398,Parfait Bizoza,id,FK Haugesund,,Eliteserien,Eliteserien
262752,Carlos Calzadilla,id,Deportivo Táchira,,Primera Division,Libertadores
268098,Péter Baráth,id,Raków Częstochowa,Raków,Ekstraklasa,PKO BP Ekstraklasa
207762,Jota,id,CD Nacional,Nacional,Primeira Liga,Liga Portugal
234061,Carlos Suárez,id,San Antonio Bulo Bulo,,División de Fútbol Profesional,Libertadores
244027,Kristian Böhnlein,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
246860,Odin Thiago Holm,id,Los Angeles FC,LAFC,Major League Soccer,MLS
74478,Issiaga Camara,id,IF Brommapojkarna,Brommapojkarna,Allsvenskan,Allsvenskan
77021,Matías Gallardo,id,Instituto Atlético Central Córdoba,Instituto,Liga Profesional de Fútbol,LPF
202316,Timmy Chandler,id,Eintracht Frankfurt,Frankfurt,Bundesliga,Bundesliga
206147,Marcus Antonsson,id,IFK Värnamo,,Allsvenskan,Allsvenskan
222440,Cheng Jin,id,Zhejiang FC,Zhejiang Pro,Super League,CSL
255222,Diomar Díaz,id,Deportivo Táchira,,Primera Division,Libertadores
269952,Yvandro Borges Sanches,id,Heracles Almelo,,Eredivisie,Eredivisie
270877,Rodney Elongo-Yombo,id,1. FC Saarbrücken,Saarbrücken,3. Liga,3. Liga
71681,Gerónimo Heredia,id,Belgrano de Córdoba,Belgrano,Liga Profesional de Fútbol,LPF
71910,Gustavo Albarracín,id,SD Huesca,,La Liga 2,LALIGA HYPERMOTION
74314,Chiheb Labidi,id,CD Nacional,Nacional,Primeira Liga,Liga Portugal
188621,Aaron Meijers,id,FC Volendam,,Eredivisie,Eredivisie
229249,Jake Mulraney,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
229378,Tayo Edun,id,Stockport County,Stockport,League One,EFL League One
235315,Valentin Gheorghe,id,Asociația Clubul Sportiv Petrolul 52,FC Petrolul,Liga I,SUPERLIGA
244188,Samuel Abifade,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
266218,Saulo Guerra,id,Nacional Potosí,,División de Fútbol Profesional,Sudamericana
278530,Cuenca,id,Real Zaragoza,,La Liga 2,LALIGA HYPERMOTION
229819,Martin Rasner,id,SV Ried,SV Oberbank Ried,Bundesliga,Ö. Bundesliga
245039,Duan Liuyu,id,Qingdao West Coast FC,Qingdao W. Coast,Super League,CSL
247677,Yan Dinghao,id,Chengdu Rongcheng,Chengdu FC,Super League,CSL
257051,Oscar Schönfelder,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
259920,Axel Lindahl,id,Östers IF,,Allsvenskan,Allsvenskan
189619,Korey Smith,id,Cambridge United,Cambridge Utd,League Two,EFL League Two
199215,Alexander Gorgon,id,SC Rheindorf Altach,SCR Altach,Bundesliga,Ö. Bundesliga
211707,Paul McGinn,id,Motherwell FC,Motherwell,Premiership,Scottish Prem
222273,Jiang Zhipeng,id,Shenzhen Peng City,SZ Peng City,Super League,CSL
228368,Jamie Sterry,id,Doncaster Rovers,Doncaster,League One,EFL League One
243398,Christopher Braun,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
261177,Leandro Mamut,id,Gimnasia y Esgrima La Plata,Gimnasia,Liga Profesional de Fútbol,LPF
276191,Philipp Maier,id,TSV 1860 München,,3. Liga,3. Liga
70166,Victor Emanuel Halvorsen,id,Sarpsborg 08 FF,Sarpsborg 08,Eliteserien,Eliteserien
79039,Nordin Bukala,id,FC Volendam,,Eredivisie,Eredivisie
214836,João Ortiz,id,Cienciano,,Liga 1,Sudamericana
244280,Adrian Fein,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
264221,Ar'jany Martha,id,Rotherham United,Rotherham Utd,League One,EFL League One
270591,Tornike Gaprindashvili,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
270738,Thiago Ezequiel Ojeda,id,Cultural Leonesa,,La Liga 2,LALIGA HYPERMOTION
79147,Ramalho,id,FCV Farul Constanța,Farul Constanța,Liga I,SUPERLIGA
231600,Marc Navarro,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
240826,Lasse Sørensen,id,Huddersfield Town,Huddersfield,League One,EFL League One
266848,Oumar Ngom,id,Estrela da Amadora,Estrela Amadora,Primeira Liga,Liga Portugal
274522,Franner López,id,Carabobo FC,,Primera Division,Libertadores
70264,Rupérez,id,Real Sociedad de Fútbol B,Real Sociedad B,La Liga 2,LALIGA HYPERMOTION
219684,Sam Nicholson,id,Motherwell FC,Motherwell,Premiership,Scottish Prem
251688,Fabian Greilinger,id,SV Wehen Wiesbaden,Wehen Wiesbaden,3. Liga,3. Liga
253338,Adonnis Pabón,id,Mushuc Runa,,Serie A,Sudamericana
258039,Dušan Lagator,id,Kerala Blasters FC,Kerala Blasters,Super League,ISL
261502,Gian Franco Cabezas,id,Alverca,FC Alverca,Primeira Liga,Liga Portugal
264022,Gonçalo Esteves,id,Alverca,FC Alverca,Primeira Liga,Liga Portugal
270129,Olaf Kobacki,id,Sheffield Wednesday,Sheffield Wed,Championship,EFL Championship
271156,Kristall Máni Ingason,id,Sønderjyske Fodbold,Sønderjyske,Superliga,3F Superliga
277601,Emran Soglo,id,SV Zulte Waregem,Zulte Waregem,Pro League,1A Pro League
279739,Sverre Hakami Sandal,id,KFUM-Kameratene Oslo,KFUM-Kameratene,Eliteserien,Eliteserien
70450,Fahem Benaissa-Yahia,id,Casa Pia,Casa Pia AC,Primeira Liga,Liga Portugal
247180,Abdu Conté,id,Casa Pia,Casa Pia AC,Primeira Liga,Liga Portugal
251052,Cristian Negut,id,FC Hermannstadt,,Liga I,SUPERLIGA
258925,Clau Mendes,id,Casa Pia,Casa Pia AC,Primeira Liga,Liga Portugal
263244,Bartłomiej Kłudka,id,Lechia Gdańsk,,Ekstraklasa,PKO BP Ekstraklasa
269644,Pacheco,id,Albacete Balompié,Albacete BP,La Liga 2,LALIGA HYPERMOTION
77028,Elian Gimenez,id,Club Atlético Sarmiento,Sarmiento,Liga Profesional de Fútbol,LPF
211262,Manuel Vicentini,id,Belgrano de Córdoba,Belgrano,Liga Profesional de Fútbol,LPF
221463,Ernesto Hernández,id,Boston River,,Primera División,Sudamericana
243918,Diogo Mendes,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
248123,Félix Tomi,id,Sporting Club Bastia,,Ligue 2,Ligue 2 BKT
252088,Saúl Crespo,id,East Bengal FC,East Bengal,Super League,ISL
262981,Lewis Fiorini,id,Stockport County,Stockport,League One,EFL League One
263906,Zac Ashworth,id,Blackpool FC,Blackpool,League One,EFL League One
268732,Mateo Seoane,id,Gimnasia y Esgrima La Plata,Gimnasia,Liga Profesional de Fútbol,LPF
184040,Martin Hansen,id,Odense Boldklub,Odense BK,Superliga,3F Superliga
192126,Nabil Bahoui,id,IF Brommapojkarna,Brommapojkarna,Allsvenskan,Allsvenskan
243016,Alberto Soro,id,Dinamo Bucureşti,FC Dinamo 1948,Liga I,SUPERLIGA
246788,Fernando Arismendi,id,Gualberto Villarroel SJ,,División de Fútbol Profesional,Sudamericana
263271,Aidomo Emakhu,id,Millwall FC,Millwall,Championship,EFL Championship
263637,Lennard Hartjes,id,Excelsior,,Eredivisie,Eredivisie
274342,Ronald Bustos,id,Gualberto Villarroel SJ,,División de Fútbol Profesional,Sudamericana
275253,David Ruiz,id,Inter Miami,Inter Miami CF,Major League Soccer,MLS
70745,Kazu,id,Oțelul Galați,SC Oțelul Galați,Liga I,SUPERLIGA
214231,Marcelo Jorquera,id,Deportes Iquique,,Primera Division,Sudamericana
233424,Joao Rojas,id,Barcelona de Guayaquil,,Serie A,Libertadores
253538,Luis Demiquel,id,Nacional Potosí,,División de Fútbol Profesional,Sudamericana
260772,Wikelman Carmona,id,New York Red Bulls,Red Bulls,Major League Soccer,MLS
275003,Abel Paredes,id,Club Olimpia,,División Profesional,Libertadores
277377,Claudiu Micovschi,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
77103,Otar Mamageishvili,id,Famalicão,FC Famalicão,Primeira Liga,Liga Portugal
209166,Mustafa Malaeka,id,NEOM SC,Neom,Pro League,ROSHN Saudi League
221279,Liam Kelly,id,Milton Keynes Dons,MK Dons,League Two,EFL League Two
223861,Svenn Crone,id,Fredericia,,Superliga,3F Superliga
224297,Alex Gersbach,id,Western Sydney Wanderers,WS Wanderers,A-League Men,A-League
238184,Braian Guille,id,Deportivo Riestra,Dep. Riestra,Liga Profesional de Fútbol,LPF
250786,Ben Jackson,id,Barrow,,League Two,EFL League Two
255789,Simon Stehle,id,SV Wehen Wiesbaden,Wehen Wiesbaden,3. Liga,3. Liga
260456,Giacomo Olzer,id,Pescara,,Serie B,Serie BKT
262056,Theo Sander,id,Odense Boldklub,Odense BK,Superliga,3F Superliga
265645,Kelvin Abrefa,id,Reading FC,Reading,League One,EFL League One
274564,Luis Gilberto Martínez,id,Guaraní,,División Profesional,Sudamericana
279735,Remi-André Svindland,id,Bryne FK,,Eliteserien,Eliteserien
71981,Diogo Spencer,id,AVS Futebol SAD,,Primeira Liga,Liga Portugal
225766,Hugo Keto,id,IFK Värnamo,,Allsvenskan,Allsvenskan
233444,Marcus Johansen Mehnert,id,Strømsgodset IF,,Eliteserien,Eliteserien
240704,Guo Quanbo,id,Meizhou Hakka,Meizhou Hakka FC,Super League,CSL
252225,Krzysztof Kubica,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
253636,Pedro Galindo,id,Nacional Potosí,,División de Fútbol Profesional,Sudamericana
259908,Willian Vargas,id,Barcelona de Guayaquil,,Serie A,Libertadores
262944,Lukas Jungwirth,id,LASK Linz,LASK,Bundesliga,Ö. Bundesliga
73370,Mika Clausen,id,FC Erzgebirge Aue,,3. Liga,3. Liga
213407,Matt Macey,id,Colchester United,Colchester,League Two,EFL League Two
220482,Bogdan Sarnavskyi,id,Lechia Gdańsk,,Ekstraklasa,PKO BP Ekstraklasa
225751,Aston Oxborough,id,Motherwell FC,Motherwell,Premiership,Scottish Prem
241005,Joaquín Ardaiz,id,Club Atlético Sarmiento,Sarmiento,Liga Profesional de Fútbol,LPF
252547,Rio Adebisi,id,Peterborough United,Peterborough,League One,EFL League One
256298,Kevin Fery,id,1. FC Schweinfurt 05,,3. Liga,3. Liga
265617,Bagner Delgado,id,Mushuc Runa,,Serie A,Sudamericana
275351,Lucien Mahovo,id,Norwich City,Norwich,Championship,EFL Championship
279519,Tawanda Chirewa,id,Wolverhampton Wanderers,Wolves,Premier League,Premier League
76717,Tomas Bottari,id,Independiente Rivadavia,Ind. Rivadavia,Liga Profesional de Fútbol,LPF
169798,Ben Hinchliffe,id,Stockport County,Stockport,League One,EFL League One
183513,Jens Grahl,id,Eintracht Frankfurt,Frankfurt,Bundesliga,Bundesliga
210394,Jordan Ikoko,id,Dinamo Bucureşti,FC Dinamo 1948,Liga I,SUPERLIGA
213994,Niccoló Belloni,id,Carrarese,Carrarese Calcio,Serie B,Serie BKT
241452,Jack Diamond,id,Stockport County,Stockport,League One,EFL League One
243210,Aly Abeid,id,CFR Cluj,CFR 1907 Cluj,Liga I,SUPERLIGA
270535,Ajdin Zeljković,id,IFK Värnamo,,Allsvenskan,Allsvenskan
278499,Alejandro Granados,id,Club Brugge KV,Club Brugge,Pro League,1A Pro League
278957,Jayden Meghoma,id,Rangers FC,Rangers,Premiership,Scottish Prem
75516,Elijah Dijkstra,id,AZ Alkmaar,,Eredivisie,Eredivisie
240532,Fabian Rohner,id,FC Winterthur,,Super League,Brack Super League
243125,Simon Strand,id,Hammarby Fotboll,Hammarby IF,Allsvenskan,Allsvenskan
254754,Fernando Benítez,id,Sportivo Luqueño,,División Profesional,Sudamericana
260732,Ian Fray,id,Inter Miami,Inter Miami CF,Major League Soccer,MLS
263101,Kelvin Ehibhatiomhan,id,Reading FC,Reading,League One,EFL League One
276693,Carlos Jatobá,id,Daegu FC,,K League 1,K League 1
71400,Román Gómez,id,Estudiantes de La Plata,Estudiantes,Liga Profesional de Fútbol,LPF
76240,Diego Rodrigues,id,Sporting Clube de Braga,SC Braga,Primeira Liga,Liga Portugal
243345,Julian Rieckmann,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
248568,Patryk Makuch,id,Raków Częstochowa,Raków,Ekstraklasa,PKO BP Ekstraklasa
254064,Julio Herrera,id,San Antonio Bulo Bulo,,División de Fútbol Profesional,Libertadores
267397,José Manuel Hernández,id,Caracas FC,,Primera Division,Sudamericana
74784,Elías Báez,id,San Lorenzo de Almagro,San Lorenzo,Liga Profesional de Fútbol,LPF
74938,Felix Hagmann,id,DSC Arminia Bielefeld,Arminia Bielefeld,2. Bundesliga,Bundesliga 2
75541,Mohammed Sofo,id,New York Red Bulls,Red Bulls,Major League Soccer,MLS
212453,Germán Parreño,id,RC Deportivo de La Coruña,RC Deportivo,La Liga 2,LALIGA HYPERMOTION
227148,Federico Bonansea,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
231956,Liao Junjian,id,Meizhou Hakka,Meizhou Hakka FC,Super League,CSL
237205,Ashley Maynard-Brewer,id,Charlton Athletic,Charlton Ath,Championship,EFL Championship
238461,Luis Perea,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
242230,Jamie Lennon,id,St Patrick's Athletic FC,St. Pats,Premier Division,SSE Airtricity PD
253704,Asish Rai,id,Mohun Bagan Super Giant,Mohun Bagan SG,Super League,ISL
261504,Daniel Rivillo,id,Caracas FC,,Primera Division,Sudamericana
70956,Gabriel Aguayo,id,Cerro Porteño,,División Profesional,Libertadores
71108,Mathías Suárez,id,Sportivo Luqueño,,División Profesional,Sudamericana
241693,Boyd Lucassen,id,NAC Breda,,Eredivisie,Eredivisie
254244,Nabil Touaizi,id,Alverca,FC Alverca,Primeira Liga,Liga Portugal
258511,Emre Bilgin,id,Beşiktaş JK,Beşiktaş,Süper Lig,Trendyol Süper Lig
258805,Harrison Ashby,id,Newcastle United,Newcastle Utd,Premier League,Premier League
271252,Simon Ebonog,id,Le Havre AC,Havre AC,Ligue 1,Ligue 1 McDonald's
274503,Hugo Ancajima,id,Universitario de Deportes,,Liga 1,Libertadores
276117,Vicente Reyes,id,Peterborough United,Peterborough,League One,EFL League One
71546,Alcides Benítez,id,Guaraní,,División Profesional,Sudamericana
74881,Maguette Gueye,id,Racing Santander,R. Racing Club,La Liga 2,LALIGA HYPERMOTION
79814,Tyrique Mercera,id,FC Groningen,,Eredivisie,Eredivisie
223678,Dennis Slamar,id,FC Energie Cottbus,Energie Cottbus,3. Liga,3. Liga
239731,Maciej Ambrosiewicz,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
241695,Jonathan Amon,id,Vejle Boldklub,,Superliga,3F Superliga
252970,Armando Quitirna,id,Wycombe Wanderers,Wycombe,League One,EFL League One
264431,Felipe Salomoni,id,Universidad de Chile,,Primera Division,Libertadores
269259,Lequincio Zeefuik,id,AZ Alkmaar,,Eredivisie,Eredivisie
269475,Zac Sapsford,id,Dundee United FC,Dundee United,Premiership,Scottish Prem
74856,Maximiliano Porcel,id,Godoy Cruz,,Liga Profesional de Fútbol,LPF
77144,Juan Cabrera,id,SpVgg Greuther Fürth,Fürth,2. Bundesliga,Bundesliga 2
201847,Louis Bostyn,id,SV Zulte Waregem,Zulte Waregem,Pro League,1A Pro League
210544,Willyan,id,Suwon FC,,K League 1,K League 1
211953,René Vollath,id,TSV 1860 München,,3. Liga,3. Liga
229678,Snorre Strand Nilsen,id,Hamarkameratene,HamKam Fotball,Eliteserien,Eliteserien
251828,Elias Hoff Melkersen,id,Strømsgodset IF,,Eliteserien,Eliteserien
264297,Vetle Walle Egeli,id,Sandefjord Fotball,Sandefjord,Eliteserien,Eliteserien
264313,Till Schumacher,id,1. FC Saarbrücken,Saarbrücken,3. Liga,3. Liga
72898,Leslie Heráldez,id,Caracas FC,,Primera Division,Sudamericana
74416,Sidi Bane,id,AVS Futebol SAD,,Primeira Liga,Liga Portugal
76304,Enzo Hoyos,id,Deportes Iquique,,Primera Division,Sudamericana
211105,Nicolai Flø,id,Sønderjyske Fodbold,Sønderjyske,Superliga,3F Superliga
233214,Vladislavs Gutkovskis,id,Daejeon Citizen,Daejeon Hana,K League 1,K League 1
251349,Thibo Baeten,id,Go Ahead Eagles,,Eredivisie,Eredivisie
258821,Luca Kronberger,id,SC Rheindorf Altach,SCR Altach,Bundesliga,Ö. Bundesliga
262718,Franco Ravizzoli,id,Blackpool FC,Blackpool,League One,EFL League One
268912,Martin Turk,id,GD Estoril Praia,Estoril Praia,Primeira Liga,Liga Portugal
269251,Frankarlos Benítez,id,Caracas FC,,Primera Division,Sudamericana
274010,Maximiliano Añasco,id,Cerro Largo,,Primera División,Sudamericana
279627,Saïmon Bouabré,id,NEOM SC,Neom,Pro League,ROSHN Saudi League
71553,Nils Zätterström,id,Sheffield United,Sheffield Utd,Championship,EFL Championship
76116,Aaron Bouwman,id,Ajax,,Eredivisie,Eredivisie
76888,Nicolas Pays,id,Montpellier HSC,Montpellier,Ligue 2,Ligue 2 BKT
227866,Pål Alexander Kirkevold,id,Hamarkameratene,HamKam Fotball,Eliteserien,Eliteserien
254503,Anthony Descotte,id,FC Volendam,,Eredivisie,Eredivisie
258725,Atakan Çankaya,id,Fatih Karagümrük,,Süper Lig,Trendyol Süper Lig
262175,Mohammed Abbas,id,Al Ain,Al Ain FC,Pro League,United Emirates League
263081,Morgan Faßbender,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
75825,Christian Zawieschitzky,id,FC Red Bull Salzburg,RB Salzburg,Bundesliga,Ö. Bundesliga
258874,Ibrahima Breze Fofana,id,Hammarby Fotboll,Hammarby IF,Allsvenskan,Allsvenskan
259930,Diego Méndez,id,Bolívar,,División de Fútbol Profesional,Libertadores
261732,Tom Bloxham,id,Blackpool FC,Blackpool,League One,EFL League One
262094,Aziel Jackson,id,Jagiellonia Białystok,Jagiellonia,Ekstraklasa,PKO BP Ekstraklasa
263028,Bryan Okoh,id,FC Lausanne-Sport,Lausanne-Sport,Super League,Brack Super League
270617,Alex Murphy,id,Newcastle United,Newcastle Utd,Premier League,Premier League
272862,Mark O'Mahony,id,Reading FC,Reading,League One,EFL League One
72978,Timotej Jambor,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
73471,Kristijan Trapanovski,id,Dundee United FC,Dundee United,Premiership,Scottish Prem
202925,Christian Kouakou,id,Östers IF,,Allsvenskan,Allsvenskan
224925,Gianluca Gaudino,id,Alemannia Aachen,Aleman. Aachen,3. Liga,3. Liga
253216,Adrián,id,Real Zaragoza,,La Liga 2,LALIGA HYPERMOTION
259403,Joel Ideho,id,FC Volendam,,Eredivisie,Eredivisie
73882,Pedro Carvalho,id,GD Estoril Praia,Estoril Praia,Primeira Liga,Liga Portugal
78778,Drilon Hazrollaj,id,Rapid Bucuresti,FC Rapid 1923,Liga I,SUPERLIGA
80045,Radoslaw Zelezny,id,Roma,AS Roma,Serie A,Serie A Enilive
80146,Joeri Heerkens,id,Ajax,,Eredivisie,Eredivisie
192765,Pablo Camacho,id,Deportivo Táchira,,Primera Division,Libertadores
201413,Maestre,id,Cultural Leonesa,,La Liga 2,LALIGA HYPERMOTION
232519,Glenn Middleton,id,Doncaster Rovers,Doncaster,League One,EFL League One
244252,Yohan Roche,id,Asociația Clubul Sportiv Petrolul 52,FC Petrolul,Liga I,SUPERLIGA
251417,Eric Hottmann,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
263763,Szymon Weirauch,id,Lechia Gdańsk,,Ekstraklasa,PKO BP Ekstraklasa
269317,Sascha Voelcke,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
77093,Lassine Diarra,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
212249,Sebastian Kerk,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
223813,Damian van Bruggen,id,Vejle Boldklub,,Superliga,3F Superliga
231509,Anton Cajtoft,id,Bryne FK,,Eliteserien,Eliteserien
253558,Christopher Olivares,id,Atlético Grau,,Liga 1,Sudamericana
257722,Daniel Șerbănică,id,Unirea Slobozia,,Liga I,SUPERLIGA
271211,Jankat Yılmaz,id,Eyüpspor,Galatasaray,Süper Lig,Trendyol Süper Lig
278045,Fraga,id,Real Sociedad de Fútbol B,Real Sociedad B,La Liga 2,LALIGA HYPERMOTION
70253,Arda Ünyay,id,Galatasaray SK,Galatasaray,Süper Lig,Trendyol Süper Lig
76153,Siren Diao,id,Cesena FC,Cesena,Serie B,Serie BKT
80067,Khalis Merah,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
190179,David Cornell,id,Preston North End,Preston,Championship,EFL Championship
204297,Anthony O'Connor,id,Harrogate Town,,League Two,EFL League Two
243735,Avdo Spahić,id,1. FC Kaiserslautern,Kaiserslautern,2. Bundesliga,Bundesliga 2
254237,Carlos Orejuela,id,Mushuc Runa,,Serie A,Sudamericana
256058,Pablo Pérez,id,CD Mirandés,,La Liga 2,LALIGA HYPERMOTION
257666,Damian Hilbrycht,id,Bruk-Bet Termalica Nieciecza,,Ekstraklasa,PKO BP Ekstraklasa
258844,Nicolás Sansotre,id,Deportivo Riestra,Dep. Riestra,Liga Profesional de Fútbol,LPF
261114,Benjamin Kikanović,id,San Jose Earthquakes,SJ Earthquakes,Major League Soccer,MLS
269832,Tomás Muro,id,Independiente Rivadavia,Ind. Rivadavia,Liga Profesional de Fútbol,LPF
275224,Christ Kouadio,id,Metaloglobus București,,Liga I,SUPERLIGA
277470,Srdjan Hrstić,id,SC Rheindorf Altach,SCR Altach,Bundesliga,Ö. Bundesliga
72534,Jakob Meierhofer,id,Grazer AK 1902,Grazer AK,Bundesliga,Ö. Bundesliga
76202,Ștefan Lefter,id,Universitatea Cluj,FC Univ. Cluj,Liga I,SUPERLIGA
239012,Ozan Kökçü,id,FC Volendam,,Eredivisie,Eredivisie
245528,Edu Espiau,id,Arka Gdynia,,Ekstraklasa,PKO BP Ekstraklasa
263970,Robin Kalem,id,SV Wehen Wiesbaden,Wehen Wiesbaden,3. Liga,3. Liga
264092,Alan Godoy,id,Estrela da Amadora,Estrela Amadora,Primeira Liga,Liga Portugal
265777,Mason Burstow,id,Bolton Wanderers,Bolton,League One,EFL League One
273882,Bernt Klaverboer,id,SC Heerenveen,,Eredivisie,Eredivisie
227427,Alibek Aliev,id,Östers IF,,Allsvenskan,Allsvenskan
242182,Kim Hyun Woo,id,Gimcheon Sangmu FC,Gimcheon Sangmu,K League 1,K League 1
255241,Antoine Colassin,id,Royal Charleroi Sporting Club,Sp. Charleroi,Pro League,1A Pro League
261202,Nassim Chadli,id,Al Ain,Al Ain FC,Pro League,United Emirates League
275134,Jordi Valadon,id,Melbourne Victory,Melb. Victory,A-League Men,A-League
276436,Brad Hills,id,Stockport County,Stockport,League One,EFL League One
71972,Bauza,id,CD Mirandés,,La Liga 2,LALIGA HYPERMOTION
235100,Miłosz Kałahur,id,Lechia Gdańsk,,Ekstraklasa,PKO BP Ekstraklasa
237232,Batuhan Şen,id,Galatasaray SK,Galatasaray,Süper Lig,Trendyol Süper Lig
250897,Mustafa Burak Bozan,id,Gaziantep FK,Gaziantep,Süper Lig,Trendyol Süper Lig
256406,Tomás Lecanda,id,Club Atlético San Martín,,Liga Profesional de Fútbol,LPF
269617,Juan José Mina,id,New York Red Bulls,Red Bulls,Major League Soccer,MLS
276899,Zinedin Smajlović,id,Sandefjord Fotball,Sandefjord,Eliteserien,Eliteserien
74883,Enzo Molebe,id,Olympique Lyonnais,OL,Ligue 1,Ligue 1 McDonald's
234901,Nicklas Shipnoski,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
240710,Gabriel Cléùr,id,Western Sydney Wanderers,WS Wanderers,A-League Men,A-League
264104,Will Goodwin,id,Colchester United,Colchester,League Two,EFL League Two
269731,Steven Nsimba,id,Universitatea Craiova,Univ. Craiova,Liga I,SUPERLIGA
278728,Philipp Müller,id,SSV Jahn Regensburg,Jahn Regensburg,3. Liga,3. Liga
242643,Liam Fraser,id,Reading FC,Reading,League One,EFL League One
247533,Julien Boyer,id,US Boulogne Cote d'Opale,US Boulogne,Ligue 2,Ligue 2 BKT
248539,Brahima Doukansy,id,Asociația Clubul Sportiv Petrolul 52,FC Petrolul,Liga I,SUPERLIGA
256053,John Pulskamp,id,Sporting Kansas City,Sporting KC,Major League Soccer,MLS
258870,Casper Staring,id,NAC Breda,,Eredivisie,Eredivisie
259621,Yusuf Barası,id,Kasımpaşa SK,Kasımpaşa,Süper Lig,Trendyol Süper Lig
262838,Felix Higl,id,SpVgg Greuther Fürth,Fürth,2. Bundesliga,Bundesliga 2
269472,Nikolas Agrafiotis,id,SV Wehen Wiesbaden,Wehen Wiesbaden,3. Liga,3. Liga
271937,Dawid Drachal,id,Jagiellonia Białystok,Jagiellonia,Ekstraklasa,PKO BP Ekstraklasa
278745,Julián Contrera,id,Club Atlético Sarmiento,Sarmiento,Liga Profesional de Fútbol,LPF
79514,Matúš Vojtko,id,Lechia Gdańsk,,Ekstraklasa,PKO BP Ekstraklasa
269572,Bailey Cadamarteri,id,Sheffield Wednesday,Sheffield Wed,Championship,EFL Championship
272906,Dhari Al Enazi,id,Damac FC,,Pro League,ROSHN Saudi League
70295,Hlynur Freyr Karlsson,id,IF Brommapojkarna,Brommapojkarna,Allsvenskan,Allsvenskan
73298,Mads Agger,id,Sønderjyske Fodbold,Sønderjyske,Superliga,3F Superliga
73746,Luka Tunjić,id,Fortuna Sittard,,Eredivisie,Eredivisie
231916,Franjo Prce,id,Asociația Clubul Sportiv Petrolul 52,FC Petrolul,Liga I,SUPERLIGA
244762,Lamine Diaby Fadiga,id,Raków Częstochowa,Raków,Ekstraklasa,PKO BP Ekstraklasa
260010,Saad Balobaid,id,Al Shabab,Al Ahli,Pro League,ROSHN Saudi League
260914,Issouf Macalou,id,Universitatea Cluj,FC Univ. Cluj,Liga I,SUPERLIGA
262962,Anosike Ementa,id,SV Zulte Waregem,Zulte Waregem,Pro League,1A Pro League
278734,Roberto León,id,Defensa y Justicia,Defensa,Liga Profesional de Fútbol,LPF
70756,Miguel Vegas,id,Caracas FC,,Primera Division,Sudamericana
70860,Tammer Bany,id,West Bromwich Albion,West Brom,Championship,EFL Championship
71101,Alejo Sarco,id,Bayer 04 Leverkusen,Leverkusen,Bundesliga,Bundesliga
227847,Manjrekar James,id,Wellington Phoenix,Well. Phoenix,A-League Men,A-League
244078,Ivan Franjić,id,SV Wehen Wiesbaden,Wehen Wiesbaden,3. Liga,3. Liga
247107,Alfred Scriven,id,Bryne FK,,Eliteserien,Eliteserien
254725,Fernando Romero,id,Independiente Rivadavia,Ind. Rivadavia,Liga Profesional de Fútbol,LPF
254890,Hugo Rojas,id,Nacional Potosí,,División de Fútbol Profesional,Sudamericana
262926,Tim Sechelmann,id,SV Waldhof Mannheim,SV Waldhof,3. Liga,3. Liga
72299,Wouter Prins,id,FC Groningen,,Eredivisie,Eredivisie
79002,Marko Gjorgjievski,id,FC Hermannstadt,,Liga I,SUPERLIGA
